yearID,teamID,league,playerID,salary,SalaryID
1992,CLE,AL,lillide01,190000,5068
1992,CLE,AL,loftoke01,110000,5069
1992,CLE,AL,mesajo01,135000,5070
1992,CLE,AL,mutisje01,110000,5071
1992,CLE,AL,nagych01,391666,5072
1992,CLE,AL,nichoro02,250000,5073
1992,CLE,AL,olinst01,300000,5074
1992,CLE,AL,ortizju01,300000,5075
1992,CLE,AL,ottoda01,300000,5076
1992,CLE,AL,perezto02,127500,5077
1992,CLE,AL,plunker01,357500,5078
1992,CLE,AL,powerte01,300000,5079
1992,CLE,AL,rohdeda01,125000,5080
1992,CLE,AL,scuddsc01,170000,5081
1992,CLE,AL,shawje01,140000,5082
1992,CLE,AL,skinnjo01,700000,5083
1992,CLE,AL,sorrepa01,137500,5084
1992,CLE,AL,thomeji01,110000,5085
1992,CLE,AL,whitema01,333333,5086
1992,DET,AL,aldresc01,130000,5087
1992,DET,AL,barnesk01,150000,5088
1992,DET,AL,bergmda01,375000,5089
1992,DET,AL,carrema01,355000,5090
1992,DET,AL,cummist01,120000,5091
1992,DET,AL,cuylemi01,230000,5092
1992,DET,AL,deerro01,2016667,5093
1992,DET,AL,doherjo02,109000,5094
